,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
149,QID967,224,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,negative,negative,2,"drown,a,viewer,in,boredom","[5, 6, 7, 8, 9]",24,White/Caucasian,Female,Very well,PASSED,643,WY,White/Causasian,<=35,19252,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
150,QID1029,255,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",positive,no sentiment,3,"most,will,take,away,peace,is,possible.","[21, 22, 23, 24, 29, 30, 31]",21,White/Caucasian,Male,Very well,PASSED,687,WY,White/Causasian,<=35,21374,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]"
151,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"these,were,more,repulsive","[12, 13, 14, 15]",24,White/Caucasian,Male,Very well,PASSED,352,WY,White/Causasian,<=35,21782,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
152,QID641,61,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,positive,positive,1,"to,be,viewed,and,treasured,extraordinary,originality","[4, 5, 6, 7, 8, 11, 14]",21,White/Caucasian,Male,Very well,PASSED,391,WY,White/Causasian,<=35,22075,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,QID1029,255,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",positive,no sentiment,3,"most,will,take,away,peace,is,possible.","[21, 22, 23, 24, 29, 30, 31]",21,White/Caucasian,Male,Very well,PASSED,687,WY,White/Causasian,<=35,22324,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]"
154,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"plotline,that's,as,lumpy,as,two-day,old,porridge...,the,filmmakers',paws,,sad,to,say,,were,all,over,this,``un-bear-able'',project!","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",27,White/Caucasian,Male,Well,PASSED,338,WY,White/Causasian,<=35,22787,train,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
155,QID897,189,"A lot of talent is wasted in this crass, low-wattage endeavor.",negative,negative,2,"crass,,low-wattage,endeavor.","[8, 9, 10]",29,White/Caucasian,Male,Very well,PASSED,574,WY,White/Causasian,<=35,22817,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
156,QID557,19,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.",positive,positive,1,"compelling,",[7],20,White/Caucasian,Male,Well,PASSED,335,WY,White/Causasian,<=35,22843,train,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,QID525,3,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza.,positive,negative,2,"fizz,of,a,Busby,Berkeley,musical,visceral,excitement,extravaganza.","[2, 3, 4, 5, 6, 7, 10, 11, 15]",22,White/Caucasian,Female,Very well,PASSED,305,WY,White/Causasian,<=35,22941,train,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]"
158,QID931,206,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",negative,negative,2,"dim-witted,lazy,spin-off","[1, 3, 4]",24,White/Caucasian,Male,Very well,PASSED,610,WY,White/Causasian,<=35,23110,train,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,and,incoherent,manifesto,unfocused,and,tediously,exasperating.","[8, 9, 10, 11, 29, 30, 31, 32]",24,White/Caucasian,Female,Very well,PASSED,644,WY,White/Causasian,<=35,23957,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
160,QID949,215,"This is an extraordinary film, not least because it is Japanese and yet feels universal.",positive,positive,1,"extraordinary,universal.","[3, 14]",30,White/Caucasian,Female,Very well,PASSED,623,WY,White/Causasian,<=35,24602,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
161,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,the,translation","[6, 7, 8, 9]",24,White/Caucasian,Male,Very well,PASSED,359,WY,White/Causasian,<=35,24731,train,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
162,QID697,89,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",positive,positive,1,"plenty,fun","[13, 15]",19,White/Caucasian,Male,Very well,PASSED,432,WY,White/Causasian,<=35,24787,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
163,QID1041,261,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",negative,negative,2,"no,clue,about,making,a,movie.","[18, 19, 20, 21, 22, 23]",21,White/Caucasian,Male,Very well,PASSED,696,WY,White/Causasian,<=35,24788,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
164,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",27,White/Caucasian,Female,Well,PASSED,471,WY,White/Causasian,<=35,24949,train,"[0, 0, 0, 0, 0, 1, 1]"
165,QID991,236,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.",negative,negative,2,"fall,dreadfully,short.","[10, 11, 12]",33,White/Caucasian,Female,Well,PASSED,662,WY,White/Causasian,<=35,25097,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
166,QID993,237,"An amateurish, quasi-improvised acting exercise shot on ugly digital video.",negative,negative,2,"amateurish,,quasi-improvised,ugly,digital,video.","[1, 2, 7, 8, 9]",33,White/Caucasian,Female,Well,PASSED,663,WY,White/Causasian,<=35,25253,train,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1]"
167,QID579,30,"At times, the movie looks genuinely pretty.",positive,positive,1,"looks,genuinely,pretty.","[4, 5, 6]",24,White/Caucasian,Male,Very well,PASSED,347,WY,White/Causasian,<=35,25338,train,"[0, 0, 0, 0, 1, 1, 1]"
168,QID901,191,This stuck pig of a movie flails limply between bizarre comedy and pallid horror.,negative,negative,2,"stuck,pig,of,a,movie,limply,bizarre,pallid","[1, 2, 3, 4, 5, 7, 9, 12]",22,White/Caucasian,Male,Very well,PASSED,577,WY,White/Causasian,<=35,25694,train,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]"
169,QID881,181,The most compelling performance of the year adds substantial depth to this shocking testament to anti-Semitism and neo-fascism.,positive,positive,1,"most,compelling,performance,of,the,year","[1, 2, 3, 4, 5, 6]",29,White/Caucasian,Male,Very well,PASSED,559,WY,White/Causasian,<=35,26146,train,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry,sexual,and,romantic,tension,,is,palpable.","[4, 5, 8, 9, 10, 11, 16, 17]",24,White/Caucasian,Female,Very well,PASSED,651,WY,White/Causasian,<=35,26550,train,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]"
171,QID681,81,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",negative,negative,2,"insulted,torture","[14, 21]",19,White/Caucasian,Male,Very well,PASSED,419,WY,White/Causasian,<=35,27443,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
172,QID585,33,"Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.",positive,positive,1,"often,hilarious,romantic,looks,like,a,young,Robert,DeNiro","[1, 2, 3, 7, 10, 11, 12, 13, 14]",24,White/Caucasian,Male,Very well,PASSED,351,WY,White/Causasian,<=35,27502,train,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
173,QID925,203,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",positive,positive,1,"iconoclastic,artist","[14, 15]",24,White/Caucasian,Male,Very well,PASSED,603,WY,White/Causasian,<=35,27544,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
174,QID821,151,"It's difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing, let alone funny.",negative,negative,2,"difficult,to,conceive,finding,amusing,,funny.","[1, 2, 3, 11, 19, 22]",33,White/Caucasian,Male,Very well,PASSED,513,WY,White/Causasian,<=35,27649,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
175,QID1027,254,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",negative,negative,2,"as,easy,to,be,bored","[7, 8, 9, 10, 11]",21,White/Caucasian,Male,Very well,PASSED,686,WY,White/Causasian,<=35,27797,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,QID707,94,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,negative,negative,2,"fresh,as,last,week's,issue,of,Variety.","[12, 13, 14, 15, 16, 17, 18]",23,White/Caucasian,Male,Very well,PASSED,441,WY,White/Causasian,<=35,28024,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
177,QID625,53,... a bland murder-on-campus yawner.,negative,no sentiment,3,"a,bland","[1, 2]",29,White/Caucasian,Male,Very well,PASSED,380,WY,White/Causasian,<=35,28089,train,"[0, 1, 1, 0, 0]"
178,QID845,163,"A thoroughly awful movie -- dumb, narratively chaotic, visually sloppy... a weird amalgam of `The Thing' and a geriatric `Scream.'",negative,negative,2,"awful,movie,dumb,,narratively,chaotic,,visually,sloppy...","[2, 3, 5, 6, 7, 8, 9]",20,White/Caucasian,Male,Well,PASSED,529,WY,White/Causasian,<=35,28444,train,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,QID777,129,Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling.,positive,positive,1,"successfully,maintains","[1, 2]",27,White/Caucasian,Female,Well,PASSED,485,WY,White/Causasian,<=35,29160,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,QID565,23,Crush could be the worst film a man has made about women since Valley of the Dolls.,negative,negative,2,"worst,film,a,man,has,made,about,women,since,Valley,of,the,Dolls.","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",27,White/Caucasian,Male,Well,PASSED,339,WY,White/Causasian,<=35,29269,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
181,QID915,198,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,negative,negative,2,"so,bad","[2, 3]",22,White/Caucasian,Male,Very well,PASSED,595,WY,White/Causasian,<=35,29702,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,QID1033,257,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",negative,negative,2,"mediocre,,spirals,downward,,thuds,to,the,bottom,utterly,incompetent,conclusion.","[2, 3, 4, 6, 7, 8, 9, 15, 16, 17]",21,White/Caucasian,Male,Very well,PASSED,691,WY,White/Causasian,<=35,29721,train,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
183,QID611,46,"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV, they show a remarkable ability to document both sides of this emotional car-wreck.",positive,positive,1,"impressively,discreet,filmmakers,remarkable,ability,to,document,both,sides,of,this,emotional","[4, 5, 6, 19, 20, 21, 22, 23, 24, 25, 26, 27]",19,White/Caucasian,Male,Very well,PASSED,371,WY,White/Causasian,<=35,30034,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
184,QID627,54,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life; despite the title... amounts to surprisingly little.,negative,negative,2,"disappointingly,surprisingly,little.","[9, 21, 22]",29,White/Caucasian,Male,Very well,PASSED,381,WY,White/Causasian,<=35,30183,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
185,QID963,222,An exhilarating experience.,positive,positive,1,"exhilarating,experience.","[1, 2]",24,White/Caucasian,Female,Very well,PASSED,639,WY,White/Causasian,<=35,31302,train,"[0, 1, 1]"
186,QID585,33,"Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.",positive,positive,1,"often,hilarious,romantic,looks,like,a,young,Robert,DeNiro","[1, 2, 3, 7, 10, 11, 12, 13, 14]",24,White/Caucasian,Male,Very well,PASSED,351,WY,White/Causasian,<=35,31357,train,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,QID835,158,"After sitting through this sloppy, made-for-movie comedy special, it makes me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work.",negative,negative,2,"sloppy,,comedy","[4, 6]",33,White/Caucasian,Male,Very well,PASSED,523,WY,White/Causasian,<=35,32055,train,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,QID753,117,"A bittersweet contemporary comedy about benevolent deception, which, while it may not rival the filmmaker's period pieces, is still very much worth seeing.",positive,positive,1,"very,much,worth,seeing.","[19, 20, 21, 22]",19,White/Caucasian,Female,Very well,PASSED,468,WY,White/Causasian,<=35,32190,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
189,QID829,155,It's a funny little movie with clever dialogue and likeable characters.,positive,positive,1,"funny,clever,likeable","[2, 6, 9]",33,White/Caucasian,Male,Very well,PASSED,518,WY,White/Causasian,<=35,32851,train,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
190,QID703,92,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",negative,negative,2,"Hollywood,Ending,is,a,depressing,experience.","[21, 22, 23, 24, 25, 26]",23,White/Caucasian,Male,Very well,PASSED,438,WY,White/Causasian,<=35,33235,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
191,QID687,84,"A stupid, derivative horror film that substitutes extreme gore for suspense.",negative,negative,2,"stupid,,derivative,gore","[1, 2, 8]",19,White/Caucasian,Male,Very well,PASSED,424,WY,White/Causasian,<=35,33358,train,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
192,QID645,63,"Even a hardened voyeur would require the patience of Job to get through this interminable, shapeless documentary about the swinging subculture.",negative,negative,2,"Even,a,hardened,voyeur,interminable,,shapeless,documentary","[0, 1, 2, 3, 14, 15, 16]",21,White/Caucasian,Male,Very well,PASSED,396,WY,White/Causasian,<=35,33681,train,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
193,QID625,53,... a bland murder-on-campus yawner.,negative,no sentiment,3,"a,bland","[1, 2]",29,White/Caucasian,Male,Very well,PASSED,380,WY,White/Causasian,<=35,33824,train,"[0, 1, 1, 0, 0]"
194,QID677,79,"Apparently, romantic comedy with a fresh point of view just doesn't figure in the present Hollywood program.",negative,positive,1,"fresh,point,of,view","[5, 6, 7, 8]",19,White/Caucasian,Female,Very well,PASSED,416,WY,White/Causasian,<=35,34817,train,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
195,QID785,133,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target.",negative,negative,2,"loud,,ugly,,irritating,movie","[1, 2, 3, 4]",23,White/Caucasian,Male,Very well,PASSED,490,WY,White/Causasian,<=35,35344,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,QID593,37,"A strong script, powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman, who is not only a pianist, but a good human being.",positive,positive,1,"A,strong,script,,powerful,direction,splendid,production,design","[0, 1, 2, 3, 4, 6, 7, 8]",24,White/Caucasian,Male,Very well,PASSED,355,WY,White/Causasian,<=35,35518,train,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,QID877,179,"This method almost never fails him, and it works superbly here.",positive,positive,1,"works,superbly,here.","[8, 9, 10]",25,White/Caucasian,Female,Very well,PASSED,555,WY,White/Causasian,<=35,36594,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
198,QID527,4,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic.,negative,negative,2,"rehashes,several,old,themes,pointless,extremes,insanely,violent","[2, 3, 4, 5, 10, 11, 14, 15]",22,White/Caucasian,Female,Very well,PASSED,306,WY,White/Causasian,<=35,36879,train,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]"
199,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"solid,,well-formed,satire.","[2, 3, 4]",21,White/Caucasian,Male,Very well,PASSED,389,WY,White/Causasian,<=35,37151,train,"[0, 0, 1, 1, 1]"
200,QID647,64,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her.,negative,negative,2,"A,lame,be,so,stupid","[0, 1, 14, 15, 16]",21,White/Caucasian,Male,Very well,PASSED,398,WY,White/Causasian,<=35,37656,train,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
201,QID701,91,under-rehearsed and lifeless,negative,negative,2,"under-rehearsed,lifeless","[0, 2]",23,White/Caucasian,Male,Very well,PASSED,435,WY,White/Causasian,<=35,37928,train,"[1, 0, 1]"
202,QID1037,259,Its engaging simplicity is driven by appealing leads.,positive,positive,1,"engaging,simplicity,appealing,leads.","[1, 2, 6, 7]",21,White/Caucasian,Male,Very well,PASSED,693,WY,White/Causasian,<=35,38200,train,"[0, 1, 1, 0, 0, 0, 1, 1]"
203,QID989,235,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",positive,positive,1,"inventive,director,,mesmerizing,one.","[30, 31, 38, 39]",33,White/Caucasian,Female,Well,PASSED,661,WY,White/Causasian,<=35,38498,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
204,QID681,81,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",negative,negative,2,"insulted,torture","[14, 21]",19,White/Caucasian,Male,Very well,PASSED,419,WY,White/Causasian,<=35,39289,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
205,QID935,208,One of the most exciting action films to come out of China in recent years.,positive,positive,1,"most,exciting","[3, 4]",24,White/Caucasian,Male,Very well,PASSED,613,WY,White/Causasian,<=35,39361,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,QID683,82,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",negative,negative,2,"until,veered,off,Exxon,zone,,left,me,behind,return,realism.","[5, 7, 8, 13, 14, 16, 17, 18, 25, 28]",19,White/Caucasian,Male,Very well,PASSED,420,WY,White/Causasian,<=35,39520,train,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
207,QID615,48,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect.",positive,no sentiment,3,"has,fun,with,but,it,also,treats,the,subject,with,fondness","[1, 2, 3, 9, 10, 11, 12, 13, 14, 15, 16]",19,White/Caucasian,Male,Very well,PASSED,373,WY,White/Causasian,<=35,39650,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
208,QID917,199,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",negative,negative,2,"should,be,able,to,find,better,entertainment.","[15, 16, 17, 18, 19, 20, 21]",22,White/Caucasian,Male,Very well,PASSED,596,WY,White/Causasian,<=35,39688,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
209,QID747,114,"Even by the intentionally low standards of frat-boy humor, Sorority Boys is a bowser.",negative,positive,1,"Even,by,low,standards,is,a,bowser.","[0, 1, 4, 5, 11, 12, 13]",19,White/Caucasian,Female,Very well,PASSED,464,WY,White/Causasian,<=35,39806,train,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
210,QID893,187,"If you enjoy being rewarded by a script that assumes you aren't very bright, then Blood Work is for you.",negative,negative,2,"you,aren't,very,bright,","[10, 11, 12, 13]",29,White/Caucasian,Male,Very well,PASSED,570,WY,White/Causasian,<=35,39855,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
211,QID559,20,"This hastily mounted production exists only to capitalize on Hopkins' inclination to play Hannibal Lecter again, even though Harris has no immediate inclination to provide a fourth book.",negative,negative,2,"exists,only,to,capitalize,on,Hopkins',inclination","[4, 5, 6, 7, 8, 9, 10]",27,White/Caucasian,Male,Well,PASSED,336,WY,White/Causasian,<=35,39868,train,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
212,QID753,117,"A bittersweet contemporary comedy about benevolent deception, which, while it may not rival the filmmaker's period pieces, is still very much worth seeing.",positive,positive,1,"very,much,worth,seeing.","[19, 20, 21, 22]",19,White/Caucasian,Female,Very well,PASSED,468,WY,White/Causasian,<=35,40080,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
213,QID735,108,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael.,positive,positive,1,"The,cast,is,top-notch,plenty,of,female,audience,members,drooling,over,Michael,Idemoto","[0, 1, 2, 3, 10, 11, 12, 13, 14, 15, 16, 17, 18]",31,White/Caucasian,Female,Very well,PASSED,458,WY,White/Causasian,<=35,40217,train,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
214,QID743,112,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,positive,positive,1,"splendid,performances,sparkling,newcomer,believable","[3, 4, 12, 13, 20]",19,White/Caucasian,Female,Very well,PASSED,462,WY,White/Causasian,<=35,40598,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
215,QID735,108,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael.,positive,positive,1,"The,cast,is,top-notch,plenty,of,female,audience,members,drooling,over,Michael,Idemoto","[0, 1, 2, 3, 10, 11, 12, 13, 14, 15, 16, 17, 18]",31,White/Caucasian,Female,Very well,PASSED,458,WY,White/Causasian,<=35,41313,train,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
216,QID649,65,"Rob Schneider's infantile cross-dressing routines fill The Hot Chick, the latest gimmick from this unimaginative comedian.",negative,negative,2,"from,this,unimaginative,comedian.","[12, 13, 14, 15]",21,White/Caucasian,Male,Very well,PASSED,399,WY,White/Causasian,<=35,41583,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
217,QID867,174,Bad and baffling from the get-go.,negative,negative,2,"Bad,baffling","[0, 2]",25,White/Caucasian,Female,Very well,PASSED,548,WY,White/Causasian,<=35,41627,train,"[1, 0, 1, 0, 0, 0]"
218,QID849,165,"After seeing the film, I can tell you that there's no other reason why anyone should bother remembering it.",negative,negative,2,"no,reason,why,anyone,should,remembering,it.","[10, 12, 13, 14, 15, 17, 18]",20,White/Caucasian,Male,Well,PASSED,534,WY,White/Causasian,<=35,41831,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]"
